No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
0975_2026,19/02/2026,1002, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Jaya Kembar , Pembayaran rampung atas Sewa HM Excavator PC 55 untuk Perbaikan Jalan dan Produksi Afd. I s.d. V Kebun Ngabang Kalbar SPK No. 5TEP-AB/SP/203/XI/2025 ,,  173.089.125 ,,,,  173.089.125 , Pembayaran rampung atas Sewa HM Excavator PC 55 untuk Perbaikan Jalan dan Produksi Afd. I s.d. V Kebun Ngabang Kalbar SPK No. 5TEP-AB/SP/203/XI/2025 
0990_2026,19/02/2026,1003, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. BARANG DAN JASA KEBUN UNIT , PT Kapuas Kencana Jaya , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. 5TEP/SPJ/05/V/2025 tgl. 09/05/2025 dan  tgl. 15 Agustus 2025 5TEP/X/149/VIII/2025 ,,  43.590.921 ,,,,  43.590.921 , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. 5TEP/SPJ/05/V/2025 tgl. 09/05/2025 dan  tgl. 15 Agustus 2025 5TEP/X/149/VIII/2025 
0706_2026,19/02/2026,1004, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Rio Ridhayon Bank Central Asia Tbk 3150631318 , Pembayaran Termin I Penanganan Laporan Dugaan Tindak Pidana Bidang Perkebunan di Kebun Longkali Afdeling Tanjung Santan (SPK No. 5SKH/SPJ/01/I/2026 tgl. 12 Januari 2026) ,,  420.400.000 ,,,,  420.400.000 , Pembayaran Termin I Penanganan Laporan Dugaan Tindak Pidana Bidang Perkebunan di Kebun Longkali Afdeling Tanjung Santan (SPK No. 5SKH/SPJ/01/I/2026 tgl. 12 Januari 2026) 
1001_2026,19/02/2026,1005, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Asido Jaya Patuan , Pembayaran rampung atas Rekondisi Lantai Loading CPO PKS Kembayan Kalbar SPK No. 5TEP-AB/SP/170/X/2025 ,,  67.146.904 ,,,,  67.146.904 , Pembayaran rampung atas Rekondisi Lantai Loading CPO PKS Kembayan Kalbar SPK No. 5TEP-AB/SP/170/X/2025 
1063_2026,19/02/2026,1006, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Global Indo Konstruksi , Pembayaran rampung atas Rekondisi Instalasi Land Aplikasi Kebun Pelaihari Kalimantan Selatan sesuai No. SPK Kontrak 5TEP-AB/SP/116/VIII/2025 ,,  1.367.536.905 ,,,,  1.367.536.905 , Pembayaran rampung atas Rekondisi Instalasi Land Aplikasi Kebun Pelaihari Kalimantan Selatan sesuai No. SPK Kontrak 5TEP-AB/SP/116/VIII/2025 
0947_2026,19/02/2026,1007, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Sinar Kencana Engineering , Pembayaran Jaminan Pemeliharaan atas Penggantian dan Pemasangan Pintu atas Rebusan No. 1 & 2 di PKS Pelaihari Kalsel Kontrak No. 5TEP/SP/Sawit/14/VI/2024 tgl. 21 Juni 2024 ,,  24.000.000 ,,,,  24.000.000 , Pembayaran Jaminan Pemeliharaan atas Penggantian dan Pemasangan Pintu atas Rebusan No. 1 & 2 di PKS Pelaihari Kalsel Kontrak No. 5TEP/SP/Sawit/14/VI/2024 tgl. 21 Juni 2024 
0949_2026,19/02/2026,1008, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Sakti Teknik Utama , Pembayaran rampung atas Pengadaan dan Pemasangan Thermal Deaerator Kapasitas 40m3/jam c/w Konstruksi di PKS Parindu Kalbar Kontrak No. 5TEP/SP/Sawit/66/X/2025 tgl. 15 Oktober 2025 ,,  1.049.725.950 ,,,,  1.049.725.950 , Pembayaran rampung atas Pengadaan dan Pemasangan Thermal Deaerator Kapasitas 40m3/jam c/w Konstruksi di PKS Parindu Kalbar Kontrak No. 5TEP/SP/Sawit/66/X/2025 tgl. 15 Oktober 2025 
0948_2026,19/02/2026,1009, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Palmindo Persada , Pembayaran rampung atas Penggantian Hot Water Tank di PKS Kembayan Kalbar Kontrak No. 5TEP/SP/Sawit/56/IX/2025 tgl. 29 September 2025 ,,  210.221.134 ,,,  210.221.134 ,  210.221.135 , Pembayaran rampung atas Penggantian Hot Water Tank di PKS Kembayan Kalbar Kontrak No. 5TEP/SP/Sawit/56/IX/2025 tgl. 29 September 2025 
1069_2026,19/02/2026,1010, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Surya Agung Serayu , Pembayaran rampung atas Rekondisi Jembatan Timbang di PKS Pelihari Kalimantan Selatan Kontrak No. 5TEP/SP/Sawit/70/XI/2025 tgl. 6 November 2025 ,,  633.049.600 ,,,,  633.049.600 , Pembayaran rampung atas Rekondisi Jembatan Timbang di PKS Pelihari Kalimantan Selatan Kontrak No. 5TEP/SP/Sawit/70/XI/2025 tgl. 6 November 2025 
1044_2026,19/02/2026,1011, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Karya Abadi , Pembayaran rampung atas Pemasangan Gorong-Gorong dengan 2 unit Excavator PC 100 sebanyak 540 HM Afd. I s.d. V Kebun Ngabang Kalimantan Barat sesuai No. SPK Kontrrak 5TEP-AB/SP/184/XI/2025 ,,  424.064.800 ,,,,  424.064.800 , Pembayaran rampung atas Pemasangan Gorong-Gorong dengan 2 unit Excavator PC 100 sebanyak 540 HM Afd. I s.d. V Kebun Ngabang Kalimantan Barat sesuai No. SPK Kontrrak 5TEP-AB/SP/184/XI/2025 
0960_2026,19/02/2026,1012, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Gajah Mas Perkasa , Pembayaran rampung atas Peningkatan Jalan Penghubung dengan Perkerasan Batu sepanjang 1600 m Afd. II Kebun Parindu Kalimantan Barat sesuai No. SPK Kontrak 5TEP-AB/SP/163/X/2025 ,,  639.669.294 ,,,,  639.669.294 , Pembayaran rampung atas Peningkatan Jalan Penghubung dengan Perkerasan Batu sepanjang 1600 m Afd. II Kebun Parindu Kalimantan Barat sesuai No. SPK Kontrak 5TEP-AB/SP/163/X/2025 
0959_2026,19/02/2026,1013, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Anugerah Jaya Cemerlang , Pembayaran rampung atas Peningkatan Jalan Penghubung sepanjang 5700 m Afd. I s.d. II Kebun Parindu Kalimantan Barat sesuai No. SPK Kontrak 5TEP-AB/SP/129/VIII/2025 ,,  1.838.920.261 ,,,,  1.838.920.261 , Pembayaran rampung atas Peningkatan Jalan Penghubung sepanjang 5700 m Afd. I s.d. II Kebun Parindu Kalimantan Barat sesuai No. SPK Kontrak 5TEP-AB/SP/129/VIII/2025 
1104_2026,19/02/2026,1014VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Kantin Belakang Bank Mandiri No. Rekg. 146 000 440 6158 a.n. Santi ," Pembayaran Konsumsi Senam Pagi Karyawan Kantor PTPN IV Regional V bersama Operation Head II a.n. Dedy Gurning untuk hari Jumat, tgl. 13 Februari 2026 ",,  955.000 ,,,,  955.000 ," Pembayaran Konsumsi Senam Pagi Karyawan Kantor PTPN IV Regional V bersama Operation Head II a.n. Dedy Gurning untuk hari Jumat, tgl. 13 Februari 2026 "
0806_2026,19/02/2026,1015VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Surya Xico Marpaung (Kabag. Sekretariat & Hukum) ," Pembayaran biaya Iklan Ucapan pada Jurnal Polisi, tanggal 26 Januari 2026 ",,  1.000.000 ,,,,  1.000.000 ," Pembayaran biaya Iklan Ucapan pada Jurnal Polisi, tanggal 26 Januari 2026 "
1045_2026,19/02/2026,1016VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Bagian Sekretariat & Hukum , Pembayaran Bantuan Sponsorship Peringatan Hari Pers Nasional (HPN) Tahun 2026 Kabupaten Sanggau (Dokumen Pendukung Terlampir) ,,  5.000.000 ,,,,  5.000.000 , Pembayaran Bantuan Sponsorship Peringatan Hari Pers Nasional (HPN) Tahun 2026 Kabupaten Sanggau (Dokumen Pendukung Terlampir) 
0931_2026,19/02/2026,1017VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50.  DANA KAS (OPERASIONAL KANDIR) , Terlampir ," Pembayaran biaya Perjalanan Dinas Luar Wilayah sesuai SPPD No. 5SKH/DLW/484,483/XII/2025 untuk tgl. 1 s.d. 5 Januari 2026 = 5 hari dan Penggantian Biaya Taxi a.n. Ahmad Afandi dan Rido Mardan Hadi ",,  2.339.500 ,,,,  2.339.500 ," Pembayaran biaya Perjalanan Dinas Luar Wilayah sesuai SPPD No. 5SKH/DLW/484,483/XII/2025 untuk tgl. 1 s.d. 5 Januari 2026 = 5 hari dan Penggantian Biaya Taxi a.n. Ahmad Afandi dan Rido Mardan Hadi "
1209_2026,19/02/2026,1018VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Surya Xico Marpaung , Pembayaran uang muka biaya Pembelian Tiket Pesawat sesuai Memorandum No. 5SKH/5SBS/M-98/II/2026 tgl. 18 Pebruari 2026 ,,  120.000.000 ,,,,  120.000.000 , Pembayaran uang muka biaya Pembelian Tiket Pesawat sesuai Memorandum No. 5SKH/5SBS/M-98/II/2026 tgl. 18 Pebruari 2026 
1176_2026,19/02/2026,1019VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Pool & Sepeda Motor , Surya Xico Marpaung , Biaya Sewa Kendaraan sesuai Memorandum No. 5SKH/5BSH/M-66/II/2026 tgl. 3 Pebruari 2026 ,,  37.649.419 ,,,,  37.649.419 , Biaya Sewa Kendaraan sesuai Memorandum No. 5SKH/5BSH/M-66/II/2026 tgl. 3 Pebruari 2026 
1177_2026,19/02/2026,1020VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Pool & Sepeda Motor , Surya Xico Marpaung , Biaya Sewa Kendaraan sesuai Memorandum No. 5SKH/5BSH/M-67/II/2026 tgl. 3 Pebruari 2026 ,,  24.800.000 ,,,,  24.800.000 , Biaya Sewa Kendaraan sesuai Memorandum No. 5SKH/5BSH/M-67/II/2026 tgl. 3 Pebruari 2026 
1175_2026,19/02/2026,1021VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Pool & Sepeda Motor , Surya Xico Marpaung , Biaya Sewa Kendaraan sesuai Memorandum No. 5SKH/5BSH/M-50/I/2026 tgl. 30 Januari 2026 ,,  84.500.000 ,,,,  84.500.000 , Biaya Sewa Kendaraan sesuai Memorandum No. 5SKH/5BSH/M-50/I/2026 tgl. 30 Januari 2026 
1178_2026,19/02/2026,1022VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Surya Xico Marpaung , BIaya Konsumsi Tamu Perusahaan sesuai Memorandum No. 5SKH/5SBSH/M-53/I/2026 tgl. 27 Januari 2026 ,,  17.108.779 ,,,,  17.108.779 , BIaya Konsumsi Tamu Perusahaan sesuai Memorandum No. 5SKH/5SBSH/M-53/I/2026 tgl. 27 Januari 2026 
0916_2026,19/02/2026,1023VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50.  DANA KAS (OPERASIONAL KANDIR) , Agus Rinaldi , Pembayaran biaya Perjalanan Dinas Luar Wilayah sesuai SPPD No. 5SKH/DLW/33/I/2026 untuk tgl. 21 s.d. 23 Januari 2026 = 3 hari a.n. Agus Rinaldi (RM-1) ,,  600.000 ,,,,  600.000 , Pembayaran biaya Perjalanan Dinas Luar Wilayah sesuai SPPD No. 5SKH/DLW/33/I/2026 untuk tgl. 21 s.d. 23 Januari 2026 = 3 hari a.n. Agus Rinaldi (RM-1) 
1125_2026,19/02/2026,1024VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Agus Rinaldi (Kabag. Tekpol) , Penggantian biaya Pembelian Tinta Printer sesuai Memoradum No. 5TEP/5SKH/M-21/II/2026 tgl. 12 Pebruari 2026 ,,  2.710.000 ,,,,  2.710.000 , Penggantian biaya Pembelian Tinta Printer sesuai Memoradum No. 5TEP/5SKH/M-21/II/2026 tgl. 12 Pebruari 2026 
1127_2026,19/02/2026,1025VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Agus Rinaldi (Kabag. Tekpol) , Penggantian biaya Konsumsi dan Lain-Lain sesuai Memoradum No. 5TEP/5SKH/M-22/II/2026 tgl. 12 Pebruari 2026 ,,  2.752.000 ,,,,  2.752.000 , Penggantian biaya Konsumsi dan Lain-Lain sesuai Memoradum No. 5TEP/5SKH/M-22/II/2026 tgl. 12 Pebruari 2026 
1126_2026,19/02/2026,1026VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Ernawan Tri Prasetyo (Plt. Kabag. Tekpol) , Penggantian biaya Konsumsi dan Lain-Lain sesuai Memoradum No. 5TEP/5SKH/M-15/II/2026 tgl. 1 Pebruari 2026 ,,  4.990.000 ,,,,  4.990.000 , Penggantian biaya Konsumsi dan Lain-Lain sesuai Memoradum No. 5TEP/5SKH/M-15/II/2026 tgl. 1 Pebruari 2026 
0919_2026,19/02/2026,1027VA, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50.  DANA KAS (OPERASIONAL KANDIR) , Terlampir ," Pembayaran biaya Perjalanan Dinas Luar Wilayah sesuai SPPD No. 5SKH/DLW/10/I/2026 untuk tgl. 09 s.d. 17 Januari 2026 = 9 hari a.n. Suhendra, Fresky Sunarso, Daria Sabina, dan Samran Herianto Sirait ",,  3.771.000 ,,,,  3.771.000 ," Pembayaran biaya Perjalanan Dinas Luar Wilayah sesuai SPPD No. 5SKH/DLW/10/I/2026 untuk tgl. 09 s.d. 17 Januari 2026 = 9 hari a.n. Suhendra, Fresky Sunarso, Daria Sabina, dan Samran Herianto Sirait "
,19/02/2026,, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  ,  ,  , Biaya Administrasi MCM ,,  23.200 ,,Biaya Administrasi MCM,  23.200 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510| MCM InhouseTrf CS-CS  KE BUHARI MUSLIM ,,  98.000 ,,81029155510| MCM InhouseTrf CS-CS  KE BUHARI MUSLIM,  98.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510| Transfer Online P-CS  370301006623534/OI36000832705431PERKEBUNAN NUSANTARA ,,  4.647.000 ,, 81029155510| Transfer Online P-CS  370301006623534/OI36000832705431PERKEBUNAN NUSANTARA ,  4.647.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510|Transfer Fee         2026021 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,, 81029155510|Transfer Fee         2026021 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510| Transfer Online CS  170115 7270263075PERKEBUNAN NUSANTARA ,,  2.244.000 ,, 81029155510| Transfer Online CS  170115 7270263075PERKEBUNAN NUSANTARA ,  2.244.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155510 - PALAI ,  ,  , 81029155510|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,, 81029155510|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|UBP60213030502FFFFFF23230157 MCM CASA UBP Pym 1L ,,  258.864.162 ,, 81029155505|UBP60213030502FFFFFF23230157 MCM CASA UBP Pym 1L ,  258.864.162 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|UBP60213030502FFFFFF23230157 MCM CASA UBP Pym 1L ,,  3.500 ,, 81029155505|UBP60213030502FFFFFF23230157 MCM CASA UBP Pym 1L ,  3.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Tagihan Wifi ifi MCM Outw CN (CS)  Sunarti ,,  724.300 ,,81029155505|Tagihan Wifi ifi MCM Outw CN (CS)  Sunarti,  724.300 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Clearing Fee         2026021 Fee         2026021 MCM Outw CN (CS) ,,  2.900 ,, 81029155505|Clearing Fee         2026021 Fee         2026021 MCM Outw CN (CS) ,  2.900 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Proposal Sanggar Plh Transfer Online P-CS  455501003383537/OI36000832754761PERKEBUNAN NUSANTARA ,,  500.000 ,,81029155511|Proposal Sanggar Plh Transfer Online P-CS  455501003383537/OI36000832754761PERKEBUNAN NUSANTARA,  500.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Transfer Fee         2026021 Transfer Online P-CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155511|Transfer Fee         2026021 Transfer Online P-CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Proposal BDHBI Rmdhn BDHBI Rmdhn MCM InhouseTrf CS-CS  KE ASTERINA ,,  3.500.000 ,,81029155511|Proposal BDHBI Rmdhn BDHBI Rmdhn MCM InhouseTrf CS-CS  KE ASTERINA,  3.500.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155511 - PELAIHARI ,  ,  , 81029155511|Proposal BDHBI Isra BDHBI Isra MCM InhouseTrf CS-CS  KE ASTERINA ,,  2.500.000 ,,81029155511|Proposal BDHBI Isra BDHBI Isra MCM InhouseTrf CS-CS  KE ASTERINA,  2.500.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|Pemby Honor or Transfer Online CS  170398 7240588476PERKEBUNAN NUSANTARA ,,  1.993.500 ,,81029155502|Pemby Honor or Transfer Online CS  170398 7240588476PERKEBUNAN NUSANTARA,  1.993.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155502|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|Pemby Pengamanan Ase gamanan Ase Transfer Online CS  170400 7240588476PERKEBUNAN NUSANTARA ,,  12.993.500 ,,81029155502|Pemby Pengamanan Ase gamanan Ase Transfer Online CS  170400 7240588476PERKEBUNAN NUSANTARA,  12.993.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155502 - DEKAN ,  ,  , 81029155502|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,, 81029155502|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  170956 6040001656PERKEBUNAN NUSANTARA ,,  2.832.000 ,,81029155505| Transfer Online CS  170956 6040001656PERKEBUNAN NUSANTARA,  2.832.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,, 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  263675 7273281678PERKEBUNAN NUSANTARA ,,  914.820 ,,81029155505| Transfer Online CS  263675 7273281678PERKEBUNAN NUSANTARA,  914.820 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  170958 6040001656PERKEBUNAN NUSANTARA ,,  4.141.000 ,,81029155505| Transfer Online CS  170958 6040001656PERKEBUNAN NUSANTARA,  4.141.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  263681 7273281678PERKEBUNAN NUSANTARA ,,  300.000 ,, 81029155505| Transfer Online CS  263681 7273281678PERKEBUNAN NUSANTARA ,  300.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  170966 7273281678PERKEBUNAN NUSANTARA ,,  1.152.500 ,,81029155505| Transfer Online CS  170966 7273281678PERKEBUNAN NUSANTARA,  1.152.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,, 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  263687 7273281678PERKEBUNAN NUSANTARA ,,  502.500 ,,81029155505| Transfer Online CS  263687 7273281678PERKEBUNAN NUSANTARA,  502.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  263689 7273281678PERKEBUNAN NUSANTARA ,,  510.000 ,,81029155505| Transfer Online CS  263689 7273281678PERKEBUNAN NUSANTARA,  510.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  170970 7273281678PERKEBUNAN NUSANTARA ,,  700.000 ,,81029155505| Transfer Online CS  170970 7273281678PERKEBUNAN NUSANTARA,  700.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,, 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  263693 7273281678PERKEBUNAN NUSANTARA ,,  750.000 ,,81029155505| Transfer Online CS  263693 7273281678PERKEBUNAN NUSANTARA,  750.000 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,,81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  263695 7273281678PERKEBUNAN NUSANTARA ,,  152.500 ,,81029155505| Transfer Online CS  263695 7273281678PERKEBUNAN NUSANTARA,  152.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,,  6.500 ,, 81029155505|Transfer Fee         2026021 Fee         2026021 Transfer Online CS  PERKEBUNAN NUSANTARA ,  6.500 ,  - ,  
,19/02/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155505 - PALPI ,  ,  , 81029155505| Transfer Online CS  263699 7273281678PERKEBUNAN NUSANTARA ,,  750.000 ,, 81029155505| Transfer Online CS  263699 7273281678PERKEBUNAN NUSANTARA ,  750.000 ,  - ,  
