No Agenda,Tanggal,No. Bukti,Sumber Dana,Bank Tujuan,Kriteria CF,Penerima/dari,Uraian,Debet,Kredit,@,Edit Uraian,Revisi Nominal,Nilai Ajuan,Uraian Asli
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|UBP60213030502FFFFFF22300030 MCM CASA UBP Pym 1L ,,  734.196 ,,81029155513|UBP60213030502FFFFFF22300030 MCM CASA UBP Pym 1L,734.196,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|UBP60213030502FFFFFF22300030 MCM CASA UBP Pym 1L ,,  3.500 ,,81029155513|UBP60213030502FFFFFF22300030 MCM CASA UBP Pym 1L,3.500,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202603101213716016   2026031 213716016   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  1.715.000 ,,81029155513|202603101213716016   2026031 213716016   2026031 MCM InhouseTrf CS-CS  KE GNC,1.715.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|Transaction Fee      2026031 on Fee      2026031 MCM InhouseTrf CS-CS  KE GNC ,,  6.500 ,,81029155513|Transaction Fee      2026031 on Fee      2026031 MCM InhouseTrf CS-CS  KE GNC,6.500,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|B.03.013/26 26 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,,  1.029.200 ,, 81029155513|B.03.013/26 26 MCM InhouseTrf CS-CS  KE JOKO SANTOSO ,1.029.200,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202603101221725241   2026031 221725241   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  978.000 ,,81029155513|202603101221725241   2026031 221725241   2026031 MCM InhouseTrf CS-CS  KE GNC,978.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202603101241773923   2026031 241773923   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  1.127.000 ,,81029155513|202603101241773923   2026031 241773923   2026031 MCM InhouseTrf CS-CS  KE GNC,1.127.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|Transaction Fee      2026031 on Fee      2026031 MCM InhouseTrf CS-CS  KE GNC ,,  13.000 ,, 81029155513|Transaction Fee      2026031 on Fee      2026031 MCM InhouseTrf CS-CS  KE GNC ,13.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|B.03.018/26 26 MCM InhouseTrf CS-CS  KE SETIA PONCOWATI ,,  750.000 ,,81029155513|B.03.018/26 26 MCM InhouseTrf CS-CS  KE SETIA PONCOWATI,750.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202603101307823916   2026031 307823916   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  1.127.000 ,,81029155513|202603101307823916   2026031 307823916   2026031 MCM InhouseTrf CS-CS  KE GNC,1.127.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|Transaction Fee      2026031 on Fee      2026031 MCM InhouseTrf CS-CS  KE GNC ,,  13.000 ,,81029155513|Transaction Fee      2026031 on Fee      2026031 MCM InhouseTrf CS-CS  KE GNC,13.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202603101314843684   2026031 314843684   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  220.000 ,,81029155513|202603101314843684   2026031 314843684   2026031 MCM InhouseTrf CS-CS  KE GNC,220.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|Transaction Fee      2026031 on Fee      2026031 MCM InhouseTrf CS-CS  KE GNC ,,  13.000 ,,81029155513|Transaction Fee      2026031 on Fee      2026031 MCM InhouseTrf CS-CS  KE GNC,13.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155513 - PAPAM ,  ,  , 81029155513|202603101317855254   2026031 317855254   2026031 MCM InhouseTrf CS-CS  KE GNC ,,  210.000 ,,81029155513|202603101317855254   2026031 317855254   2026031 MCM InhouseTrf CS-CS  KE GNC,210.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE LUNISIUS DANIEL ,,  105.000 ,,81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE LUNISIUS DANIEL,105.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155521 - PANGA ,  ,  , 81029155521|104349464            02-B-03             02-B-03 Transfer Online CS  276624 7258637048PERKEBUNAN NUSANTARA ,,  4.720.000 ,,81029155521|104349464            02-B-03             02-B-03 Transfer Online CS  276624 7258637048PERKEBUNAN NUSANTARA,4.720.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE FREDDY ,,  490.000 ,,81029155520|By. Perjalanan Dinas lanan Dinas MCM InhouseTrf CS-CS  KE FREDDY,490.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155520 - PARINDU ,  ,  , 81029155520|By. Tali Tambang Tambang MCM InhouseTrf CS-CS  KE SURYANTO ,,  120.000 ,,81029155520|By. Tali Tambang Tambang MCM InhouseTrf CS-CS  KE SURYANTO,120.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155517 - PAKEM ,  ,  , 81029155517|Pembayaran atk n atk MCM InhouseTrf CS-CS  KE SONI KIRAWAN ,,  4.095.000 ,,81029155517|Pembayaran atk n atk MCM InhouseTrf CS-CS  KE SONI KIRAWAN,4.095.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155517 - PAKEM ,  ,  , 81029155517|Pembayaran sparepart n sparepart MCM InhouseTrf CS-CS  KE NATALIA APO ,,  2.500.000 ,,81029155517|Pembayaran sparepart n sparepart MCM InhouseTrf CS-CS  KE NATALIA APO,2.500.000,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155517 - PAKEM ,  ,  , 81029155517|belanja dapur apur MCM InhouseTrf CS-CS  KE ETI SUSANTI ,,  3.154.000 ,,81029155517|belanja dapur apur MCM InhouseTrf CS-CS  KE ETI SUSANTI,  3.154.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155517 - PAKEM ,  ,  , 81029155517|Pembayaran Linsek n Linsek MCM InhouseTrf CS-CS  KE BONAR MARIHOT PANGARIBUAN ,,  10.000.000 ,,81029155517|Pembayaran Linsek n Linsek MCM InhouseTrf CS-CS  KE BONAR MARIHOT PANGARIBUAN,  10.000.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524| Transfer Online P-CS  032201025553503/OI36000851068821PERKEBUNAN NUSANTARA ,,  5.500.000 ,,81029155524| Transfer Online P-CS  032201025553503/OI36000851068821PERKEBUNAN NUSANTARA,  5.500.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 , 81029155524 - PARBA ,  ,  , 81029155524| Transfer Online CS  280392 7237280215PERKEBUNAN NUSANTARA ,,  3.200.000 ,,81029155524| Transfer Online CS  280392 7237280215PERKEBUNAN NUSANTARA,  3.200.000 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,  ,  , Biaya Administrasi MCM ,,  105.400 ,,Biaya Administrasi MCM,  105.400 ,  - ,  
,10/03/2026,, PT. Bank Mandiri (Cadangan MTN) * 146-00-1201420-0 ,  ,  ,  , Biaya Administrasi MCM ,,  58.000 ,,Biaya Administrasi MCM,  58.000 ,  - ,  
1415_2026,10/03/2026,1551, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. PEMEL TM , CV Kawan Sejati ," Permintaan pembayaran Pekerjaan Pemeliharaan TM seluas 998,05 Ha Afdeling II, III, dan IV Kebun Rimba Belian bulan Januari 2026 sesuai Surat Perjanjian No. 5TAN/SPK/95/5KRB/VIII/2025 tgl. 5 Agustus 2025 dan sesuai Addendum No. 5TAN/ADDENDUM-SPJ/95.01/5KRB/XII/2025 tgl. 29 Desember 2025 ",,  68.616.492 ,,,,  68.616.492 ," Permintaan pembayaran Pekerjaan Pemeliharaan TM seluas 998,05 Ha Afdeling II, III, dan IV Kebun Rimba Belian bulan Januari 2026 sesuai Surat Perjanjian No. 5TAN/SPK/95/5KRB/VIII/2025 tgl. 5 Agustus 2025 dan sesuai Addendum No. 5TAN/ADDENDUM-SPJ/95.01/5KRB/XII/2025 tgl. 29 Desember 2025 "
1496_2026,10/03/2026,1552, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Mitra Power Perkasa , Permintaan Pembayaran Pekerjaan Sewa Excavator PC 100 untuk Parit Drainase di Afdeling I BUlan November 2025 Kebun Sungai DEkan Turn Around sesuai SPK NO 5TAN/SPJ/189/5KSD/XI/2025 tgl 07 November 2025 ,,  152.798.416 ,,,,  152.798.416 , Permintaan Pembayaran Pekerjaan Sewa Excavator PC 100 untuk Parit Drainase di Afdeling I BUlan November 2025 Kebun Sungai DEkan Turn Around sesuai SPK NO 5TAN/SPJ/189/5KSD/XI/2025 tgl 07 November 2025 
1412_2026,10/03/2026,1553, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. PEMEL TM , PT Mitra Power Perkasa ," Permintaan pembayaran Pekerjaan Pengadaan Jasa Pemeliharaan Tanaman Menghasilkan (TM) seluas 2.489,40 Ha di Afdeling I s.d. V Kebun Ngabang bulan Januari 2026 sesuai SPK No. 5TAN/SPK/99/5KNG/VIII/2025 tgl. 8 Agustus 2025 dan sesuai Addendum No. 5TAN/ADDENDUM-SPJ/99.01/5KNG/XII/2025 tgl. 29 Desember 2025 ",,  147.093.971 ,,,,  147.093.971 ," Permintaan pembayaran Pekerjaan Pengadaan Jasa Pemeliharaan Tanaman Menghasilkan (TM) seluas 2.489,40 Ha di Afdeling I s.d. V Kebun Ngabang bulan Januari 2026 sesuai SPK No. 5TAN/SPK/99/5KNG/VIII/2025 tgl. 8 Agustus 2025 dan sesuai Addendum No. 5TAN/ADDENDUM-SPJ/99.01/5KNG/XII/2025 tgl. 29 Desember 2025 "
1466_2026,10/03/2026,1554, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , PT Prakarsa Karya Sejati ," Permintaan pembayaran Pekerjaan Sewa Excavator PC 55 untuk Perbaikan Jalan Produksi dan Jalan Koleksi Afdeling IV, V, VI, VII Kebun Gunung Meliau bulan November 2025 Turn Around sesuai SPK No. 5TAN/SPJ/161/5KGM/X/2025 tgl. 14 Oktober 2025 ",,  145.293.185 ,,,,  145.293.185 ," Permintaan pembayaran Pekerjaan Sewa Excavator PC 55 untuk Perbaikan Jalan Produksi dan Jalan Koleksi Afdeling IV, V, VI, VII Kebun Gunung Meliau bulan November 2025 Turn Around sesuai SPK No. 5TAN/SPJ/161/5KGM/X/2025 tgl. 14 Oktober 2025 "
1532_2026,10/03/2026,1555, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Rekan Taba , Permintaan pembayaran atas Pekerjaan Sewa 1 unit Excavator PC 100 untuk Normalisasi Parit Drainase Afdeling II Kebun Gunung Meliau bulan Nopember 2025 Turn Around sesuai Surat Perjanjian No. 5TAN/SPJ/102/5KGM/X/2025 tgl. 15 Oktober 2025 ,,  145.740.949 ,,,,  145.740.949 , Permintaan pembayaran atas Pekerjaan Sewa 1 unit Excavator PC 100 untuk Normalisasi Parit Drainase Afdeling II Kebun Gunung Meliau bulan Nopember 2025 Turn Around sesuai Surat Perjanjian No. 5TAN/SPJ/102/5KGM/X/2025 tgl. 15 Oktober 2025 
1564_2026,10/03/2026,1556, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Rekan Taba , Permintaan pembayaran Pekerjaan Angkut Batu untuk Perbaikan Jalan Produksi dan Koleksi Afdeling I-VIII Kebun Gunung Meliau bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/218/5KGM/XI/2025 tgl. 21 Nopember 2025 ,,  168.437.700 ,,,,  168.437.700 , Permintaan pembayaran Pekerjaan Angkut Batu untuk Perbaikan Jalan Produksi dan Koleksi Afdeling I-VIII Kebun Gunung Meliau bulan Desember 2025 sesuai Surat Perjanjian No. 5TAN/SPJ/218/5KGM/XI/2025 tgl. 21 Nopember 2025 
1482_2026,10/03/2026,1557, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Karya Abadi ," Pembayaran rampung atas Sewa 1000 HM Front Dozer untuk Pekerjaan Babat Gawangan seluas 333,73 Ha Afd. VII s.d. VIII Kebun Gunung Meliau Kalimantan Barat SPK No. 5TEP-AB/SP/020/V/2025 dan ADD No. 5TEP/ADD/020/X/2025 ",,  348.691.000 ,,,,  348.691.000 ," Pembayaran rampung atas Sewa 1000 HM Front Dozer untuk Pekerjaan Babat Gawangan seluas 333,73 Ha Afd. VII s.d. VIII Kebun Gunung Meliau Kalimantan Barat SPK No. 5TEP-AB/SP/020/V/2025 dan ADD No. 5TEP/ADD/020/X/2025 "
1418_2026,10/03/2026,1558, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,, 50. Sewa Alat Berat , CV Karya Abadi , Permintaan Pembayaran Pekerjaan Sewa Excavator PC 100 untuk Loading Batu di Quary Afdeling VII Kebun Sungai Dekan bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/178/5KSD/XI/2025 tgl. 05 November 2025 ,,  193.361.840 ,,,,  193.361.840 , Permintaan Pembayaran Pekerjaan Sewa Excavator PC 100 untuk Loading Batu di Quary Afdeling VII Kebun Sungai Dekan bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/178/5KSD/XI/2025 tgl. 05 November 2025 
1534_2026,10/03/2026,1559, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, CV Karya Abadi , Permintaan pembayaran Pekerjaan Sewa Excavator PC 100 untuk Parit Drainase di Afdeling IV dan V Kebun Sungai Dekan bulan Desember 2025 Turn Around sesuai Surat Perjanjian No. 5TAN/SPJ/180/5KSD/XI/2025 tgl. 6 Oktober 2025 ,,  346.203.417 ,,,,  346.203.417 , Permintaan pembayaran Pekerjaan Sewa Excavator PC 100 untuk Parit Drainase di Afdeling IV dan V Kebun Sungai Dekan bulan Desember 2025 Turn Around sesuai Surat Perjanjian No. 5TAN/SPJ/180/5KSD/XI/2025 tgl. 6 Oktober 2025 
1416_2026,10/03/2026,1560, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Gajah Mas Perkasa , Permintaan pembayaran Pekerjaan Sewa Road Greader dan Vibro Roller untuk Perbaikan Jalan Penghubung dan Produksi Areal TM Kebun Ngabang bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/225/5KNG/XI/2025 tgl. 26 November 2025 ,,  243.526.812 ,,,,  243.526.812 , Permintaan pembayaran Pekerjaan Sewa Road Greader dan Vibro Roller untuk Perbaikan Jalan Penghubung dan Produksi Areal TM Kebun Ngabang bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/225/5KNG/XI/2025 tgl. 26 November 2025 
1417_2026,10/03/2026,1561, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, Koperasi Karyawan Karya Lestari , Permintaan pembayaran Pekerjaan Pembuatan Hatch & Carry Gen 3.0 di Afdeling VIII Kebun Danau Salak bulan Desember 2025 Turn Around sesuai Surat Perjanjian No. 5KSD/SPK/63.1/XII/2025 tgl. 01 Desember 2025 ,,  40.730.216 ,,,,  40.730.216 , Permintaan pembayaran Pekerjaan Pembuatan Hatch & Carry Gen 3.0 di Afdeling VIII Kebun Danau Salak bulan Desember 2025 Turn Around sesuai Surat Perjanjian No. 5KSD/SPK/63.1/XII/2025 tgl. 01 Desember 2025 
0356_2026,10/03/2026,1562, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , PT Lin Citra Wahana , Permintaan pembayaran Pekerjaan Sewa 3 unit Excavator PC 55 untuk Pemeliharaan Gawangan Mekanis dan Perbaikan Jalan Produksi dan Drainase Areal ATTP Kebun Longkali bulan Desember 2025 (Turn Around) sesuai Surat Perjanjian No. 5TAN/SPJ/170/5KLK/X/2025 tgl. 28 Oktober 2025 ,,  600.579.427 ,,,,  600.579.427 , Permintaan pembayaran Pekerjaan Sewa 3 unit Excavator PC 55 untuk Pemeliharaan Gawangan Mekanis dan Perbaikan Jalan Produksi dan Drainase Areal ATTP Kebun Longkali bulan Desember 2025 (Turn Around) sesuai Surat Perjanjian No. 5TAN/SPJ/170/5KLK/X/2025 tgl. 28 Oktober 2025 
1500_2026,10/03/2026,1563, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Jaya Kembar , Permintaan pembayaran Pekerjaan Sewa Excavator PC 55 untuk Perbaikan Jalan Areal Tanaman menghasilkan TM bulan Desember 2025 Kebun Ngabang Turn Around sesuai SPK No. 5TAN/SPJ/240/5KNG/XII/2025 tgl. 19 Desember 2025 ,,  77.386.970 ,,,,  77.386.970 , Permintaan pembayaran Pekerjaan Sewa Excavator PC 55 untuk Perbaikan Jalan Areal Tanaman menghasilkan TM bulan Desember 2025 Kebun Ngabang Turn Around sesuai SPK No. 5TAN/SPJ/240/5KNG/XII/2025 tgl. 19 Desember 2025 
1607_2026,10/03/2026,1564, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Global Widya Sinergy ," Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Menghasilkan (TM) seluas 3.330,96 Ha di Afdeling I s.d. IV Kebun Pelaihari bulan Januari 2026 sesuai Surat Perjanjian No. 5TAN/SPJ/118/5KPL/IX/2025 tgl. 8 September 2025, sesuai Addendum No. 5TAN/ADDENDUM-SPJ/118.01/5KPL/XII/2025 tgl. 29 Desember 2025 ",,  321.448.243 ,,,,  321.448.243 ," Permintaan pembayaran Pekerjaan Pemeliharaan Tanaman Menghasilkan (TM) seluas 3.330,96 Ha di Afdeling I s.d. IV Kebun Pelaihari bulan Januari 2026 sesuai Surat Perjanjian No. 5TAN/SPJ/118/5KPL/IX/2025 tgl. 8 September 2025, sesuai Addendum No. 5TAN/ADDENDUM-SPJ/118.01/5KPL/XII/2025 tgl. 29 Desember 2025 "
1469_2026,10/03/2026,1565, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Simco Artha Abadi ," Permintaan pembayaran Pekerjaan Angkut Material Batu Untuk Perbaikan Jalan Penghubung dan Jalan Produksi Afdeling I, III, dan VII Kebun Sungai Dekan bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/217/XI/2025 tgl. 21 November 2025 ",,  684.532.644 ,,,,  684.532.644 ," Permintaan pembayaran Pekerjaan Angkut Material Batu Untuk Perbaikan Jalan Penghubung dan Jalan Produksi Afdeling I, III, dan VII Kebun Sungai Dekan bulan Desember 2025 Turn Around sesuai SPK No. 5TAN/SPJ/217/XI/2025 tgl. 21 November 2025 "
1703_2026,10/03/2026,1566, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Balikpapan Meter Solution , Permintaan pembayaran Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling II Kebun Longkali bulan Maret 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/11/II/2022 tgl. 24 Februari 2022 ,,  43.200.000 ,,,,  43.200.000 , Permintaan pembayaran Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling II Kebun Longkali bulan Maret 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/11/II/2022 tgl. 24 Februari 2022 
1700_2026,10/03/2026,1567, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Balikpapan Meter Solution , Permintaan pembayaran Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdelling V Kebun Longkali bulan Februari 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/03/II/2022 tgl. 18 Februari 2022 ,,  43.200.000 ,,,,  43.200.000 , Permintaan pembayaran Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdelling V Kebun Longkali bulan Februari 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/03/II/2022 tgl. 18 Februari 2022 
1698_2026,10/03/2026,1568, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Balikpapan Meter Solution , Pembayaran atas Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling III Kebun Longkali bulan Februari 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/01/II/2022 tgl. 18 Februari 2022 ,,  43.200.000 ,,,,  43.200.000 , Pembayaran atas Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling III Kebun Longkali bulan Februari 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/01/II/2022 tgl. 18 Februari 2022 
1699_2026,10/03/2026,1569, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Balikpapan Meter Solution , Pembayaran atas Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling III Kebun Longkali bulan Februari 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/01/II/2022 tgl. 18 Februari 2022 ,,  43.200.000 ,,,,  43.200.000 , Pembayaran atas Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling III Kebun Longkali bulan Februari 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/01/II/2022 tgl. 18 Februari 2022 
1702_2026,10/03/2026,1570, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Balikpapan Meter Solution , Permintaan pembayaran Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling III Kebun Longkali bulan Maret 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/12/III/2022 tgl. 03 Maret 2022 ,,  43.200.000 ,,,,  43.200.000 , Permintaan pembayaran Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling III Kebun Longkali bulan Maret 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/12/III/2022 tgl. 03 Maret 2022 
1696_2026,10/03/2026,1571, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Balikpapan Meter Solution , Pembayaran atas Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling IV Kebun Longkali bulan Maret 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/13/III/2022 tgl. 03 Maret 2022 ,,  43.200.000 ,,,,  43.200.000 , Pembayaran atas Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling IV Kebun Longkali bulan Maret 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/13/III/2022 tgl. 03 Maret 2022 
1701_2026,10/03/2026,1572, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Balikpapan Meter Solution , Permintaan pembayaran Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdelling VI Kebun Longkali bulan Februari 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/04/II/2022 tgl. 18 Februari 2022 ,,  43.200.000 ,,,,  43.200.000 , Permintaan pembayaran Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdelling VI Kebun Longkali bulan Februari 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/04/II/2022 tgl. 18 Februari 2022 
1697_2026,10/03/2026,1573, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. Sewa Alat Berat , CV Balikpapan Meter Solution , Pembayaran atas Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling IV Kebun Longkali bulan Maret 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/14/II/2022 tgl. 03 Maret 2022 ,,  43.200.000 ,,,,  43.200.000 , Pembayaran atas Pekerjaan Sewa Excavator Mini untuk Pemel Jalan Penghubung Desa ke Afdeling IV Kebun Longkali bulan Maret 2022 sesuai Surat Perjanjian No. Lokal.Tnk/SP/14/II/2022 tgl. 03 Maret 2022 
1533_2026,10/03/2026,1574, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ,, PT Central Bearindo International , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB ,,  96.986.329 ,,,,  96.986.329 , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB 
1628_2026,10/03/2026,1575, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  , 50. BARANG DAN JASA KEBUN UNIT , PT Central Bearindo International , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. 5TEP/15/41/OPL/2025 tgl. 07 November 2025 ,,  166.965.508 ,,,,  166.965.508 , Pembayaran atas Pembelian Barang dan Jasa sesuai OPL/SPK/SPJB No. 5TEP/15/41/OPL/2025 tgl. 07 November 2025 
10023_2025,10/03/2026,1576, PT. Bank Mandiri (OPEX) * 146-00-9702740-8 ,  ," 50. PENILAIAN LINGKUNGAN PROPER, RSPO, ISO ", PT Global Gateway Certifications Indonesia , Pembayaran Tahap I atas Pengadaan Pekerjaan Jasa Lembaga Sertifikasi ISPO di PKS dan Kebun Ngabang sesuai Surat Perjanjian Nomor: 5SDM/SP/14/XI/2025 ,,  40.875.000 ,,,,  40.875.000 , Pembayaran Tahap I atas Pengadaan Pekerjaan Jasa Lembaga Sertifikasi ISPO di PKS dan Kebun Ngabang sesuai Surat Perjanjian Nomor: 5SDM/SP/14/XI/2025 
